Mods count: 493
 
jar name                                                                           | mod id (isMCreator)                          | mixin configs
sophisticatedbackpackscreateintegration-1.20.1-0.1.3.11.jar                        | sophisticatedbackpackscreateintegration      | 
sophisticatedcore-1.20.1-1.2.75.1033.jar                                           | sophisticatedcore                            | 
soul-fire-d-forge-1.20.1-4.0.11.jar                                                | soul_fire_d                                  | soul_fire_d.mixins.json, soul_fire_d.forge.mixins.json
soulbound-forge-1.0.0+1.20.1.jar                                                   | soulbound                                    | soulbound.mixins.json
sound-physics-remastered-forge-1.20.1-1.4.10.jar                                   | sound_physics_remastered                     | sound_physics_remastered.mixins.json
spark-1.10.53-forge.jar                                                            | spark                                        | 
sparsestructuresreforged-1.20.1-0.0.1.jar                                          | sparsestructuresreforged                     | sparsestructuresreforged.mixins.json
spawnbalanceutility-1.20-46.13.7.jar                                               | spawnbalanceutility                          | 
spyglass_improvements-1.5+mc1.20+forge.jar                                         | spyglass_improvements                        | spyglass_improvements.mixins.json
stalwart-dungeons-1.20.1-1.2.8.jar                                                 | stalwart_dungeons (MCreator mod)             | 
stardew_fishing-1.20.1-2.3.jar                                                     | stardew_fishing                              | mixins.stardew_fishing.refmap.json, mixins.stardew_fishing.json
statuseffectbars-1.20.1-Forge-1.0.3.jar                                            | statuseffectbars                             | statuseffectbars.mixins.json
Stoneworks-v8.0.0-1.20.1-Forge.jar                                                 | stoneworks                                   | 
StorageDrawers-1.20.1-12.9.14.jar                                                  | storagedrawers                               | 
structure_gel-1.20.1-2.16.2.jar                                                    | structure_gel                                | structure_gel.mixins.json
structureessentials-1.20.1-4.8.jar                                                 | structureessentials                          | structureessentials.mixins.json
structurify-forge-1.0.19+mc1.20.1.jar                                              | structurify                                  | structurify-common.mixins.json, structurify-forge.mixins.json
StylishEffects-v8.0.2-1.20.1-Forge.jar                                             | stylisheffects                               | stylisheffects.common.mixins.json
supermartijn642configlib-1.1.8-forge-mc1.20.jar                                    | supermartijn642configlib                     | 
supplementaries-1.20-3.1.36.jar                                                    | supplementaries                              | supplementaries-common.mixins.json, supplementaries.mixins.json
suppsquared-1.20-1.1.21.jar                                                        | suppsquared                                  | 
TaxFreeLevels-1.4.8-forge-1.20.1.jar                                               | taxfreelevels                                | taxfreelevels-forge.mixins.json, taxfreelevels-common-forge.mixins.json
TaxTreeGiant+M.1.20.1+ForM.2.1.1.jar                                               | taxtg                                        | 
temporalapi-1.6.7.jar                                                              | temporalapi                                  | 
TerraBlender-forge-1.20.1-3.0.1.10.jar                                             | terrablender                                 | terrablender.mixins.json, terrablender_forge.mixins.json
The_Undergarden-1.20.1-0.8.14.jar                                                  | undergarden                                  | undergarden.mixins.json
theinkarena-1.3.1-forge-1.20.1.jar                                                 | theinkarena (MCreator mod)                   | 
tlc_forge-1.0.3-R-1.20.X.jar                                                       | tlc                                          | tlc.mixins.json
ToastControl-1.20.1-8.0.3.jar                                                      | toastcontrol                                 | toastcontrol.mixins.json
toms_storage-1.20-1.7.1.jar                                                        | toms_storage                                 | 
too_many_bows-forge-3.6.7.jar                                                      | too_many_bows                                | too_many_bows.mixins.json
torch-hit-forge-1.20.1-7.0.0.jar                                                   | torch_hit                                    | torch_hit.mixins.json, torch_hit.forge.mixins.json
Towns-and-Towers-1.12-Fabric+Forge.jar                                             | t_and_t                                      | 
trade-cycling-forge-1.20.1-1.0.18.jar                                              | trade_cycling                                | trade_cycling.mixins.json
trading_floor-forge-1.20.1-2.0.4.jar                                               | trading_floor                                | trading_floor.mixins.json, trading_floor.forge.mixins.json
trashslot-forge-1.20-15.1.2.jar                                                    | trashslot                                    | trashslot.mixins.json
TravelersTitles-1.20-Forge-4.0.2.jar                                               | travelerstitles                              | travelerstitles_forge.mixins.json, travelerstitles.mixins.json
treasuredistance-1.20-1.2.jar                                                      | treasuredistance                             | treasuredistance.mixins.json
TreeChop-1.20.1-forge-0.19.0-fixed.jar                                             | treechop                                     | treechop.forge.mixins.json, treechop.mixins.json, treechop.mixins.refmap.json
trek-B0.5.1.jar                                                                    | mr_trek                                      | 
Trials-2.3.3.jar                                                                   | trials                                       | 
tru.e-ending-v1.1.0c.jar                                                           | mr_limesplatus_ending                        | 
Tumbleweed-forge-1.20.1-0.5.5.jar                                                  | tumbleweed                                   | tumbleweed.mixins.json
txnilib-forge-1.0.24-1.20.1.jar                                                    | txnilib                                      | mixins.txnilib.json
    /META-INF/jars/fabric-api-0.92.2+1.11.12+1.20.1.jar                            | fabric_api                                   | 
        /META-INF/jarjar/fabric-transitive-access-wideners-v1-4.3.1+1880499877.jar | fabric_transitive_access_wideners_v1         | 
        /META-INF/jarjar/fabric-transfer-api-v1-3.3.5+631c9cd677.jar               | fabric_transfer_api_v1                       | fabric-transfer-api-v1.mixins.json
        /META-INF/jarjar/fabric-sound-api-v1-1.0.13+4f23bd8477.jar                 | fabric_sound_api_v1                          | fabric-sound-api-v1.mixins.json
        /META-INF/jarjar/fabric-screen-handler-api-v1-1.3.30+561530ec77.jar        | fabric_screen_handler_api_v1                 | fabric-screen-handler-api-v1.mixins.json
        /META-INF/jarjar/fabric-screen-api-v1-2.0.8+45a670a577.jar                 | fabric_screen_api_v1                         | fabric-screen-api-v1.mixins.json
        /META-INF/jarjar/fabric-resource-loader-v0-0.11.10+bcd08ed377.jar          | fabric_resource_loader_v0                    | fabric-resource-loader-v0.mixins.json, fabric-resource-loader-v0.client.mixins.json
        /META-INF/jarjar/fabric-resource-conditions-api-v1-2.3.8+9e342fc177.jar    | fabric_resource_conditions_api_v1            | fabric-resource-conditions-api-v1.mixins.json
        /META-INF/jarjar/fabric-rendering-v1-3.0.8+66e9a48f77.jar                  | fabric_rendering_v1                          | fabric-rendering-v1.mixins.json
        /META-INF/jarjar/fabric-rendering-fluids-v1-3.0.28+4ac5e37a77.jar          | fabric_rendering_fluids_v1                   | fabric-rendering-fluids-v1.mixins.json
        /META-INF/jarjar/fabric-rendering-data-attachment-v1-0.3.37+a6081afc77.jar | fabric_rendering_data_attachment_v1          | fabric-rendering-data-attachment-v1.client.mixins.json, fabric-rendering-data-attachment-v1.mixins.json
        /META-INF/jarjar/fabric-renderer-indigo-1.5.2+b5b2da4177.jar               | fabric_renderer_indigo                       | fabric-renderer-indigo.mixins.json
        /META-INF/jarjar/fabric-renderer-api-v1-3.2.1+cf68abbe77.jar               | fabric_renderer_api_v1                       | fabric-renderer-api-v1.debughud.mixins.json, fabric-renderer-api-v1.mixins.json
        /META-INF/jarjar/fabric-registry-sync-v0-2.3.3+1c0ea72177.jar              | fabric_registry_sync_v0                      | fabric-registry-sync-v0.mixins.json, fabric-registry-sync-v0.client.mixins.json
        /META-INF/jarjar/fabric-recipe-api-v1-1.0.21+514a076577.jar                | fabric_recipe_api_v1                         | fabric-recipe-api-v1.mixins.json
        /META-INF/jarjar/fabric-particles-v1-1.1.2+78e1ecb877.jar                  | fabric_particles_v1                          | fabric-particles-v1.client.mixins.json
        /META-INF/jarjar/fabric-object-builder-api-v1-11.1.3+4bd998fa77.jar        | fabric_object_builder_api_v1                 | fabric-object-builder-v1.mixins.json
        /META-INF/jarjar/fabric-networking-api-v1-1.3.11+503a202477.jar            | fabric_networking_api_v1                     | fabric-networking-api-v1.mixins.json, fabric-networking-api-v1.client.mixins.json
        /META-INF/jarjar/fabric-models-v0-0.4.2+7c3892a477.jar                     | fabric_models_v0                             | 
        /META-INF/jarjar/fabric-model-loading-api-v1-1.0.3+6274ab9d77.jar          | fabric_model_loading_api_v1                  | fabric-model-loading-api-v1.mixins.json
        /META-INF/jarjar/fabric-mining-level-api-v1-2.1.50+561530ec77.jar          | fabric_mining_level_api_v1                   | fabric-mining-level-api-v1.mixins.json
        /META-INF/jarjar/fabric-message-api-v1-5.1.9+52cc178c77.jar                | fabric_message_api_v1                        | fabric-message-api-v1.client.mixins.json, fabric-message-api-v1.mixins.json
        /META-INF/jarjar/fabric-loot-api-v2-1.2.1+eb28f93e77.jar                   | fabric_loot_api_v2                           | fabric-loot-api-v2.mixins.json
        /META-INF/jarjar/fabric-loader-2.6.0+0.15.0+1.20.1-full.jar                |                                              | 
        /META-INF/jarjar/fabric-lifecycle-events-v1-2.2.22+afab492177.jar          | fabric_lifecycle_events_v1                   | fabric-lifecycle-events-v1.client.mixins.json, fabric-lifecycle-events-v1.mixins.json
        /META-INF/jarjar/fabric-key-binding-api-v1-1.0.37+561530ec77.jar           | fabric_key_binding_api_v1                    | fabric-key-binding-api-v1.mixins.json
        /META-INF/jarjar/fabric-item-group-api-v1-4.0.12+c9161c2d77.jar            | fabric_item_group_api_v1                     | fabric-item-group-api-v1.client.mixins.json, fabric-item-group-api-v1.mixins.json
        /META-INF/jarjar/fabric-item-api-v1-2.1.28+4d0bbcfa77.jar                  | fabric_item_api_v1                           | fabric-item-api-v1.client.mixins.json, fabric-item-api-v1.mixins.json
        /META-INF/jarjar/fabric-game-rule-api-v1-1.0.40+683d4da877.jar             | fabric_game_rule_api_v1                      | fabric-game-rule-api-v1.mixins.json, fabric-game-rule-api-v1.client.mixins.json
        /META-INF/jarjar/fabric-events-interaction-v0-0.6.2+0d0bd5a777.jar         | fabric_events_interaction_v0                 | fabric-events-interaction-v0.client.mixins.json, fabric-events-interaction-v0.mixins.json
        /META-INF/jarjar/fabric-entity-events-v1-1.6.0+4ca7515277.jar              | fabric_entity_events_v1                      | fabric-entity-events-v1.client.mixins.json, fabric-entity-events-v1.mixins.json
        /META-INF/jarjar/fabric-dimensions-v1-2.1.54+8005d10d77.jar                | fabric_dimensions_v1                         | 
        /META-INF/jarjar/fabric-data-generation-api-v1-12.3.4+369cb3a477.jar       | fabric_data_generation_api_v1                | fabric-data-generation-api-v1.mixins.json
        /META-INF/jarjar/fabric-data-attachment-api-v1-1.0.0+30ef839e77.jar        | fabric_data_attachment_api_v1                | fabric-data-attachment-api-v1.mixins.json, fabric-data-attachment-api-v1.client.mixins.json
        /META-INF/jarjar/fabric-convention-tags-v1-1.5.5+fa3d1c0177.jar            | fabric_convention_tags_v1                    | 
        /META-INF/jarjar/fabric-content-registries-v0-4.0.11+a670df1e77.jar        | fabric_content_registries_v0                 | fabric-content-registries-v0.mixins.json
        /META-INF/jarjar/fabric-command-api-v2-2.2.13+561530ec77.jar               | fabric_command_api_v2                        | fabric-command-api-v2.mixins.json, fabric-command-api-v2.client.mixins.json
        /META-INF/jarjar/fabric-command-api-v1-1.2.34+f71b366f77.jar               | fabric_command_api_v1                        | 
        /META-INF/jarjar/fabric-client-tags-api-v1-1.1.2+5d6761b877.jar            | fabric_client_tags_api_v1                    | 
        /META-INF/jarjar/fabric-blockrenderlayer-v1-1.1.41+1d0da21e77.jar          | fabric_blockrenderlayer_v1                   | fabric-blockrenderlayer-v1.mixins.json
        /META-INF/jarjar/fabric-block-view-api-v2-1.0.1+0767707077.jar             | fabric_block_view_api_v2                     | fabric-block-view-api-v2.client.mixins.json, fabric-block-view-api-v2.mixins.json
        /META-INF/jarjar/fabric-block-api-v1-1.0.11+0e6cb7f777.jar                 | fabric_block_api_v1                          | 
        /META-INF/jarjar/fabric-biome-api-v1-13.0.13+dc36698e77.jar                | fabric_biome_api_v1                          | fabric-biome-api-v1.mixins.json
        /META-INF/jarjar/fabric-api-lookup-api-v1-1.6.36+67f9824077.jar            | fabric_api_lookup_api_v1                     | fabric-api-lookup-api-v1.mixins.json
        /META-INF/jarjar/fabric-api-base-0.4.31+ef105b4977.jar                     | fabric_api_base                              | fabric-api-base.init.mixins.json
undergardendelight-1.1.2-forge-1.20.1.jar                                          | undergardendelight (MCreator mod)            | 
underground-rivers-1.0.1-forge-1.20.1.jar                                          | underground_rivers                           | 
UniLib-1.1.0+1.20.1-forge.jar                                                      | unilib                                       | 
UnionLib-1.20.1-12.0.18-Forge-all.jar                                              | unionlib                                     | unionlib_potionfluid.mixins.json, unionlib.insert.mixins.json, unionlib.mixins.json
    /META-INF/jarjar/antlr4-runtime-4.7.2.jar                                      |                                              | 
    /META-INF/jarjar/jsr305-3.0.2.jar                                              |                                              | 
    /META-INF/jarjar/tomlj-1.0.0.jar                                               |                                              | 
UniversalBoneMeal-v8.0.1-1.20.1-Forge.jar                                          | universalbonemeal                            | 
untitledduckmod-1.1.0-forge-1.20.1.jar                                             | untitledduckmod                              | untitledduckmod.mixins.json, untitledduckmod_forge.mixins.json
upgrade_aquatic-1.20.1-6.0.3.jar                                                   | upgrade_aquatic                              | upgrade_aquatic.mixins.json
valhelsia_core-forge-1.20.1-1.1.2.jar                                              | valhelsia_core                               | valhelsia_core-common.mixins.json, valhelsia_core.mixins.json
valhelsia_furniture-forge-1.20.1-1.1.3.jar                                         | valhelsia_furniture                          | valhelsia_furniture-common.mixins.json, valhelsia_furniture.mixins.json
valhelsia_structures-forge-1.20.1-1.1.2.jar                                        | valhelsia_structures                         | valhelsia_structures.mixins.json
veinmining-forge-1.5.0+1.20.1.jar                                                  | veinmining                                   | veinmining.mixins.json
    /META-INF/jarjar/spectrelib-forge-0.13.15+1.20.1.jar                           | spectrelib                                   | 
visuality-forge-2.0.2.jar                                                          | visuality                                    | visuality.mixins.json
VisualWorkbench-v8.0.1-1.20.1-Forge.jar                                            | visualworkbench                              | visualworkbench.common.mixins.json
Voidscape-1.20.1-1.5.389.jar                                                       | voidscape                                    | 
voidtotem-forge-1.20-3.0.1.jar                                                     | voidtotem                                    | voidtotem.mixins.json
walljump-1.20.1-1.3.5-forge.jar                                                    | walljump                                     | walljump.mixins.json
    /META-INF/jarjar/configlibtxf-4.2.8-forge.jar                                  | configlibtxf                                 | 
watut-forge-1.20.1-1.2.3.jar                                                       | watut                                        | watut_fabric.mixins.json, watut.mixins.json
waystones-forge-1.20.1-14.1.16.jar                                                 | waystones                                    | waystones.mixins.json
weaponleveling-1.20.1-2.2.2-forge.jar                                              | weaponleveling                               | weaponleveling.mixins.json, weaponleveling-common.mixins.json
    /META-INF/jars/midnightlib-1.4.2-forge.jar                                     | midnightlib                                  | midnightlib.mixins.json
wither_spawn_animation-1.5.2-forge-1.20.1.jar                                      | wither_spawn_animation                       | mixins.wither_spawn_animation.json
witherreincarnated-1.20.1-1.0.3.jar                                                | witherreincarnated                           | witherreincarnated.mixins.json
woodworks-1.20.1-3.0.2.jar                                                         | woodworks                                    | woodworks.mixins.json
Xaeros_Minimap_25.2.10_Forge_1.20.jar                                              | xaerominimap                                 | xaerohud.forge.mixins.json, xaerohud.mixins.json, xaerominimap.mixins.json, xaerominimap.forge.mixins.json
xaeros_waystones_compability-1.0.jar                                               | w2w2                                         | 
XaerosWorldMap_1.39.12_Forge_1.20.jar                                              | xaeroworldmap                                | xaeroworldmap.forge.mixins.json, xaeroworldmap.mixins.json
yet_another_config_lib_v3-3.6.6+1.20.1-forge.jar                                   | yet_another_config_lib_v3                    | yacl.mixins.json, yacl-fabric.mixins.json
    /META-INF/jarjar/common-image-3.12.0.jar                                       |                                              | 
    /META-INF/jarjar/common-io-3.12.0.jar                                          |                                              | 
    /META-INF/jarjar/common-lang-3.12.0.jar                                        |                                              | 
    /META-INF/jarjar/gson-0.2.1.jar                                                |                                              | 
    /META-INF/jarjar/imageio-core-3.12.0.jar                                       |                                              | 
    /META-INF/jarjar/imageio-metadata-3.12.0.jar                                   |                                              | 
    /META-INF/jarjar/imageio-webp-3.12.0.jar                                       |                                              | 
    /META-INF/jarjar/json-0.2.1.jar                                                |                                              | 
YungsApi-1.20-Forge-4.0.6.jar                                                      | yungsapi                                     | yungsapi.mixins.json, yungsapi_forge.mixins.json
YungsBetterDesertTemples-1.20-Forge-3.0.3.jar                                      | betterdeserttemples                          | betterdeserttemples.mixins.json, betterdeserttemples_forge.mixins.json
YungsBetterDungeons-1.20-Forge-4.0.4.jar                                           | betterdungeons                               | betterdungeons_forge.mixins.json, betterdungeons.mixins.json
YungsBetterEndIsland-1.20-Forge-2.0.6.jar                                          | betterendisland                              | betterendisland_forge.mixins.json, betterendisland.mixins.json
YungsBetterJungleTemples-1.20-Forge-2.0.5.jar                                      | betterjungletemples                          | betterjungletemples_forge.mixins.json, betterjungletemples.mixins.json
YungsBetterMineshafts-1.20-Forge-4.0.4.jar                                         | bettermineshafts                             | bettermineshafts_forge.mixins.json, bettermineshafts.mixins.json
YungsBetterNetherFortresses-1.20-Forge-2.0.6.jar                                   | betterfortresses                             | betterfortresses_forge.mixins.json, betterfortresses.mixins.json
YungsBetterOceanMonuments-1.20-Forge-3.0.4.jar                                     | betteroceanmonuments                         | betteroceanmonuments_forge.mixins.json, betteroceanmonuments.mixins.json
YungsBetterStrongholds-1.20-Forge-4.0.3.jar                                        | betterstrongholds                            | betterstrongholds_forge.mixins.json, betterstrongholds.mixins.json
YungsBetterWitchHuts-1.20-Forge-3.0.3.jar                                          | betterwitchhuts                              | betterwitchhuts_forge.mixins.json, betterwitchhuts.mixins.json
YungsCaveBiomes-1.20.1-Forge-2.0.5.jar                                             | yungscavebiomes                              | yungscavebiomes.mixins.json, yungscavebiomes_forge.mixins.json
YungsExtras-1.20-Forge-4.0.3.jar                                                   | yungsextras                                  | yungsextras.mixins.json, yungsextras_forge.mixins.json
YungsMenuTweaks-1.20.1-Forge-1.0.2.jar                                             | yungsmenutweaks                              | yungsmenutweaks.mixins.json, yungsmenutweaks_forge.mixins.json
Zeta-1.0-30.jar                                                                    | zeta                                         | zeta.mixins.json, zeta.mixins.refmap.json, zeta_forge.mixins.json
